station,date,lon,lat,tmpf,relh,sped,p01i,vsby,weather_class
jrb,2019-11-24,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
jrb,2019-11-24,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
nyc,2019-11-24,-73.9693,40.779,46.0,93.03,8.05,0.03,1.75,bad
jrb,2019-11-24,-74.009,40.7012,47.0,93.06,10.35,0.0,10.0,bad
nyc,2019-11-24,-73.9693,40.779,46.0,93.03,11.5,0.01,2.0,bad
nyc,2019-11-24,-73.9693,40.779,46.0,93.03,13.8,0.01,1.5,bad
nyc,2019-11-24,-73.9693,40.779,46.0,93.03,3.45,0.05,1.0,bad
jrb,2019-11-24,-74.009,40.7012,48.0,92.74,9.2,0.0,10.0,bad
nyc,2019-11-24,-73.9693,40.779,42.0,95.84,9.2,0.05,1.0,bad
nyc,2019-11-24,-73.9693,40.779,42.8,93.3,6.9,0.07,2.5,bad
nyc,2019-11-24,-73.9693,40.779,42.8,86.99,5.75,0.07,3.0,bad
nyc,2019-11-24,-73.9693,40.779,42.0,95.84,0.0,0.07,2.5,bad
jrb,2019-11-24,-74.009,40.7012,44.0,92.62,5.75,0.0,10.0,bad
nyc,2019-11-24,-73.9693,40.779,42.0,91.84,5.75,0.01,2.5,bad
nyc,2019-11-24,-73.9693,40.779,42.0,91.84,3.45,0.02,3.0,bad
nyc,2019-11-24,-73.9693,40.779,41.0,92.52,8.05,0.03,1.5,bad
nyc,2019-11-24,-73.9693,40.779,39.2,93.19,8.05,0.08,2.5,bad
nyc,2019-11-24,-73.9693,40.779,41.0,88.62,8.05,0.08,1.75,bad
jrb,2019-11-24,-74.009,40.7012,43.0,92.58,4.6,0.0,10.0,bad
nyc,2019-11-24,-73.9693,40.779,41.0,92.52,8.05,0.02,3.0,bad
nyc,2019-11-24,-73.9693,40.779,41.0,92.52,5.75,0.04,2.0,bad
nyc,2019-11-24,-73.9693,40.779,41.0,92.52,5.75,0.05,3.0,bad
nyc,2019-11-24,-73.9693,40.779,42.0,88.67,9.2,0.06,9.0,bad
jrb,2019-11-24,-74.009,40.7012,44.6,87.09,3.45,0.0,10.0,bad
jrb,2019-11-24,-74.009,40.7012,44.0,88.77,3.45,0.0,10.0,bad
nyc,2019-11-24,-73.9693,40.779,43.0,88.71,8.05,0.01,10.0,bad
jrb,2019-11-24,-74.009,40.7012,44.6,87.09,0.0,0.0,10.0,bad
nyc,2019-11-24,-73.9693,40.779,43.0,85.66,4.6,,10.0,bad
nyc,2019-11-24,-73.9693,40.779,43.0,85.66,8.05,,10.0,bad
nyc,2019-11-24,-73.9693,40.779,42.0,84.93,5.75,,10.0,bad
nyc,2019-11-24,-73.9693,40.779,42.0,84.93,10.35,,10.0,bad
jrb,2019-11-24,-74.009,40.7012,43.0,85.66,5.75,0.0,10.0,bad
nyc,2019-11-24,-73.9693,40.779,42.0,76.04,6.9,0.01,10.0,bad
jrb,2019-11-24,-74.009,40.7012,43.0,82.04,6.9,0.0,10.0,bad
jrb,2019-11-24,-74.009,40.7012,42.8,81.07,3.45,0.0,10.0,bad
nyc,2019-11-24,-73.9693,40.779,42.0,72.78,9.2,0.0,10.0,bad
jrb,2019-11-24,-74.009,40.7012,42.8,81.07,5.75,0.0,10.0,bad
jrb,2019-11-24,-74.009,40.7012,44.6,75.68,3.45,0.0,10.0,bad
nyc,2019-11-24,-73.9693,40.779,57.0,69.52,8.05,0.0,10.0,good
jrb,2019-11-24,-74.009,40.7012,44.0,78.66,3.45,0.0,10.0,bad
nyc,2019-11-24,-73.9693,40.779,42.0,70.2,6.9,0.0,10.0,bad
jrb,2019-11-24,-74.009,40.7012,44.0,70.43,6.9,0.0,10.0,bad
nyc,2019-11-24,-73.9693,40.779,42.0,64.24,10.35,0.0,10.0,bad
jrb,2019-11-24,-74.009,40.7012,43.0,67.82,4.6,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
jrb,2019-11-25,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
jrb,2019-11-25,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
nyc,2019-11-25,-73.9693,40.779,42.0,64.24,6.9,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,43.0,73.45,3.45,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
jrb,2019-11-25,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
jrb,2019-11-25,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
nyc,2019-11-25,-73.9693,40.779,42.0,67.17,0.0,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,42.0,72.78,6.9,0.0,10.0,bad
nyc,2019-11-25,-73.9693,40.779,41.0,70.08,9.2,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,42.0,76.04,9.2,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
jrb,2019-11-25,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
nyc,2019-11-25,-73.9693,40.779,42.0,70.2,9.2,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,42.0,76.04,11.5,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,42.0,72.78,9.2,0.0,10.0,bad
nyc,2019-11-25,-73.9693,40.779,41.0,67.03,8.05,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,41.0,73.25,10.35,0.0,10.0,bad
nyc,2019-11-25,-73.9693,40.779,40.0,69.96,10.35,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,41.0,73.25,9.2,0.0,10.0,bad
nyc,2019-11-25,-73.9693,40.779,40.0,67.45,9.2,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,41.0,70.08,0.0,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
nyc,2019-11-25,-73.9693,40.779,39.0,69.85,5.75,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,41.0,70.08,10.35,0.0,10.0,bad
nyc,2019-11-25,-73.9693,40.779,39.0,69.85,0.0,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,40.0,76.44,10.35,0.0,10.0,bad
nyc,2019-11-25,-73.9693,40.779,40.0,69.96,5.75,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,41.0,75.94,6.9,0.0,10.0,bad
nyc,2019-11-25,-73.9693,40.779,41.0,67.03,6.9,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,42.0,72.78,8.05,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,43.0,73.45,9.2,0.0,10.0,bad
nyc,2019-11-25,-73.9693,40.779,44.0,62.21,4.6,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,45.0,70.53,8.05,0.0,10.0,bad
nyc,2019-11-25,-73.9693,40.779,46.0,60.49,3.45,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,46.0,67.9,8.05,0.0,10.0,bad
nyc,2019-11-25,-73.9693,40.779,48.0,56.1,0.0,0.0,10.0,bad
jrb,2019-11-25,-74.009,40.7012,50.0,60.79,6.9,0.0,10.0,good
nyc,2019-11-25,-73.9693,40.779,50.0,49.81,0.0,0.0,10.0,good
jrb,2019-11-25,-74.009,40.7012,53.0,52.11,5.75,0.0,10.0,good
nyc,2019-11-25,-73.9693,40.779,52.0,50.12,5.75,0.0,10.0,good
jrb,2019-11-25,-74.009,40.7012,54.0,52.45,6.9,0.0,10.0,good
nyc,2019-11-25,-73.9693,40.779,52.0,54.26,6.9,0.0,10.0,good
jrb,2019-11-25,-74.009,40.7012,54.0,54.34,10.35,0.0,10.0,good
nyc,2019-11-25,-73.9693,40.779,52.0,52.36,0.0,0.0,10.0,good
jrb,2019-11-25,-74.009,40.7012,54.0,54.34,8.05,0.0,10.0,good
jrb,2019-11-25,-74.009,40.7012,57.0,69.52,5.75,0.01,10.0,good
jrb,2019-11-25,-74.009,40.7012,57.0,69.52,9.2,0.01,10.0,good
jrb,2019-11-25,-74.009,40.7012,57.0,69.52,8.05,0.01,10.0,good
nyc,2019-11-25,-73.9693,40.779,52.0,52.36,5.75,0.0,10.0,good
jrb,2019-11-25,-74.009,40.7012,54.0,54.34,8.05,0.01,10.0,good
nyc,2019-11-25,-73.9693,40.779,50.0,58.44,0.0,0.0,10.0,good
jrb,2019-11-25,-74.009,40.7012,51.0,63.12,6.9,0.0,10.0,good
nyc,2019-11-25,-73.9693,40.779,50.0,58.44,4.6,0.0,10.0,good
jrb,2019-11-25,-74.009,40.7012,50.0,68.1,5.75,0.0,10.0,good
nyc,2019-11-25,-73.9693,40.779,50.0,58.44,3.45,0.0,10.0,good
jrb,2019-11-25,-74.009,40.7012,50.0,71.07,6.9,0.0,10.0,bad
jrb,2019-11-26,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
nyc,2019-11-26,-73.9693,40.779,51.0,56.1,3.45,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,49.0,70.95,4.6,0.0,10.0,bad
nyc,2019-11-26,-73.9693,40.779,50.0,58.44,5.75,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,49.0,70.95,5.75,0.0,10.0,bad
nyc,2019-11-26,-73.9693,40.779,50.0,58.44,4.6,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,48.0,70.85,5.75,0.0,10.0,bad
nyc,2019-11-26,-73.9693,40.779,49.0,60.88,4.6,0.0,10.0,bad
jrb,2019-11-26,-74.009,40.7012,47.0,73.85,5.75,0.0,10.0,bad
nyc,2019-11-26,-73.9693,40.779,48.0,60.76,5.75,0.0,10.0,bad
jrb,2019-11-26,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
nyc,2019-11-26,-73.9693,40.779,48.0,62.97,6.9,0.0,10.0,bad
jrb,2019-11-26,-74.009,40.7012,46.0,76.4,8.05,0.0,10.0,bad
jrb,2019-11-26,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
nyc,2019-11-26,-73.9693,40.779,47.0,65.63,3.45,0.0,10.0,bad
jrb,2019-11-26,-74.009,40.7012,45.0,76.01,5.75,0.0,10.0,bad
nyc,2019-11-26,-73.9693,40.779,47.0,65.63,4.6,0.0,10.0,bad
jrb,2019-11-26,-74.009,40.7012,45.0,76.01,4.6,0.0,10.0,bad
jrb,2019-11-26,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
nyc,2019-11-26,-73.9693,40.779,46.0,67.9,3.45,0.0,10.0,bad
jrb,2019-11-26,-74.009,40.7012,45.0,79.36,3.45,0.0,10.0,bad
nyc,2019-11-26,-73.9693,40.779,44.0,75.93,0.0,0.0,10.0,bad
jrb,2019-11-26,-74.009,40.7012,45.0,79.36,5.75,0.0,10.0,bad
nyc,2019-11-26,-73.9693,40.779,44.0,78.66,0.0,0.0,8.0,bad
jrb,2019-11-26,-74.009,40.7012,45.0,82.19,4.6,0.0,10.0,bad
nyc,2019-11-26,-73.9693,40.779,47.0,73.85,0.0,0.0,7.0,bad
jrb,2019-11-26,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,46.0,82.58,13.8,0.0,10.0,bad
nyc,2019-11-26,-73.9693,40.779,49.0,65.62,4.6,0.0,10.0,bad
jrb,2019-11-26,-74.009,40.7012,47.0,79.82,6.9,0.0,10.0,bad
nyc,2019-11-26,-73.9693,40.779,52.0,56.45,5.75,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,50.0,68.1,5.75,0.0,10.0,good
nyc,2019-11-26,-73.9693,40.779,55.0,48.62,10.35,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,53.0,63.38,5.75,0.0,10.0,good
nyc,2019-11-26,-73.9693,40.779,57.0,45.22,4.6,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,56.0,54.83,4.6,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
nyc,2019-11-26,-73.9693,40.779,57.0,69.52,0.0,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,60.0,47.15,4.6,0.0,10.0,good
nyc,2019-11-26,-73.9693,40.779,60.0,42.09,0.0,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,64.0,41.09,4.6,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,57.0,69.52,9.2,0.01,10.0,good
jrb,2019-11-26,-74.009,40.7012,57.0,69.52,5.75,0.01,10.0,good
nyc,2019-11-26,-73.9693,40.779,60.0,42.09,5.75,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,62.0,43.93,6.9,0.01,10.0,good
jrb,2019-11-26,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
nyc,2019-11-26,-73.9693,40.779,59.0,43.78,4.6,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,61.0,45.67,4.6,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
nyc,2019-11-26,-73.9693,40.779,56.0,52.94,0.0,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,57.0,57.38,0.0,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,57.0,69.52,0.0,0.01,10.0,good
jrb,2019-11-26,-74.009,40.7012,57.0,69.52,2.3,0.01,10.0,good
nyc,2019-11-26,-73.9693,40.779,57.0,47.04,4.6,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,56.0,57.23,9.2,0.01,10.0,good
nyc,2019-11-26,-73.9693,40.779,57.0,45.22,6.9,0.0,10.0,good
jrb,2019-11-26,-74.009,40.7012,56.0,59.71,4.6,0.0,10.0,good
jrb,2019-11-27,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
jrb,2019-11-27,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
jrb,2019-11-27,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
nyc,2019-11-27,-73.9693,40.779,57.0,47.04,8.05,0.0,10.0,good
jrb,2019-11-27,-74.009,40.7012,55.0,61.69,3.45,0.0,10.0,good
nyc,2019-11-27,-73.9693,40.779,57.0,47.04,0.0,0.0,10.0,good
jrb,2019-11-27,-74.009,40.7012,54.0,58.76,5.75,0.0,10.0,good
nyc,2019-11-27,-73.9693,40.779,56.0,50.71,5.75,0.0,10.0,good
jrb,2019-11-27,-74.009,40.7012,54.0,58.76,4.6,0.0,10.0,good
jrb,2019-11-27,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
nyc,2019-11-27,-73.9693,40.779,55.0,52.4,4.6,0.0,10.0,good
jrb,2019-11-27,-74.009,40.7012,53.0,60.73,3.45,0.0,10.0,good
nyc,2019-11-27,-73.9693,40.779,55.0,54.7,5.75,0.0,10.0,good
nyc,2019-11-27,-73.9693,40.779,54.0,56.74,0.0,0.0,10.0,good
jrb,2019-11-27,-74.009,40.7012,52.0,66.0,3.45,0.0,10.0,good
nyc,2019-11-27,-73.9693,40.779,52.0,63.24,0.0,0.0,10.0,good
jrb,2019-11-27,-74.009,40.7012,51.0,68.23,3.45,0.0,10.0,good
nyc,2019-11-27,-73.9693,40.779,51.0,65.38,3.45,0.0,10.0,good
nyc,2019-11-27,-73.9693,40.779,50.0,71.07,0.0,0.0,10.0,bad
jrb,2019-11-27,-74.009,40.7012,50.0,71.07,0.0,0.0,10.0,bad
nyc,2019-11-27,-73.9693,40.779,49.0,74.05,3.45,0.0,10.0,bad
jrb,2019-11-27,-74.009,40.7012,49.0,77.26,0.0,0.0,10.0,bad
nyc,2019-11-27,-73.9693,40.779,49.0,77.26,3.45,0.0,10.0,bad
jrb,2019-11-27,-74.009,40.7012,50.0,74.15,0.0,0.0,10.0,bad
nyc,2019-11-27,-73.9693,40.779,50.0,76.76,0.0,0.0,10.0,bad
jrb,2019-11-27,-74.009,40.7012,50.0,82.86,0.0,0.0,10.0,bad
nyc,2019-11-27,-73.9693,40.779,50.0,80.06,0.0,0.0,10.0,bad
jrb,2019-11-27,-74.009,40.7012,51.0,82.62,0.0,0.0,10.0,bad
jrb,2019-11-27,-74.009,40.7012,51.8,81.74,0.0,0.0,10.0,bad
nyc,2019-11-27,-73.9693,40.779,52.0,79.92,0.0,0.0,8.0,bad
jrb,2019-11-27,-74.009,40.7012,52.0,82.68,4.6,0.0,10.0,bad
nyc,2019-11-27,-73.9693,40.779,53.0,76.75,3.45,0.0,8.0,bad
nyc,2019-11-27,-73.9693,40.779,53.0,76.75,5.75,0.0,8.0,bad
jrb,2019-11-27,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
nyc,2019-11-27,-73.9693,40.779,53.6,76.5,3.45,0.0,10.0,bad
nyc,2019-11-27,-73.9693,40.779,54.0,76.83,0.0,0.0,10.0,bad
jrb,2019-11-27,-74.009,40.7012,55.0,83.2,5.75,0.0,10.0,bad
nyc,2019-11-27,-73.9693,40.779,57.0,77.38,4.6,0.0,10.0,bad
jrb,2019-11-27,-74.009,40.7012,56.0,83.88,3.45,0.0,10.0,bad
nyc,2019-11-27,-73.9693,40.779,58.0,74.91,5.75,0.0,10.0,bad
jrb,2019-11-27,-74.009,40.7012,56.0,80.52,0.0,0.0,10.0,bad
nyc,2019-11-27,-73.9693,40.779,59.0,66.83,4.6,0.0,10.0,good
jrb,2019-11-27,-74.009,40.7012,56.0,77.28,6.9,0.0,10.0,bad
jrb,2019-11-27,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
nyc,2019-11-27,-73.9693,40.779,58.0,66.7,4.6,0.0,10.0,good
jrb,2019-11-27,-74.009,40.7012,57.0,71.81,4.6,0.0,10.0,bad
jrb,2019-11-27,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
nyc,2019-11-27,-73.9693,40.779,58.0,62.07,5.75,0.0,10.0,good
jrb,2019-11-27,-74.009,40.7012,58.0,66.7,5.75,0.0,10.0,good
nyc,2019-11-27,-73.9693,40.779,56.0,69.3,0.0,0.0,10.0,good
jrb,2019-11-27,-74.009,40.7012,56.0,71.69,9.2,0.0,10.0,bad
nyc,2019-11-27,-73.9693,40.779,57.0,64.12,3.45,0.0,10.0,good
jrb,2019-11-27,-74.009,40.7012,56.0,69.3,5.75,0.0,10.0,good
nyc,2019-11-27,-73.9693,40.779,55.0,74.08,5.75,0.01,2.5,bad
jrb,2019-11-27,-74.009,40.7012,55.4,71.64,5.75,0.0,10.0,bad
nyc,2019-11-27,-73.9693,40.779,54.0,76.83,8.05,0.04,10.0,bad
nyc,2019-11-27,-73.9693,40.779,55.0,74.08,5.75,0.04,10.0,bad
jrb,2019-11-27,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
jrb,2019-11-27,-74.009,40.7012,55.0,74.08,11.5,0.0,10.0,bad
jrb,2019-11-27,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
nyc,2019-11-27,-73.9693,40.779,56.0,71.69,10.35,0.0,10.0,bad
jrb,2019-11-27,-74.009,40.7012,56.0,74.72,10.35,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
nyc,2019-11-28,-73.9693,40.779,57.0,71.81,12.65,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,56.0,77.28,12.65,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,16.1,0.0,10.0,good
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,14.95,0.0,10.0,good
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,17.25,0.0,10.0,good
nyc,2019-11-28,-73.9693,40.779,57.0,74.27,8.05,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,56.0,77.28,17.25,0.0,10.0,bad
nyc,2019-11-28,-73.9693,40.779,57.0,74.27,0.0,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,56.0,80.52,13.8,0.0,10.0,bad
nyc,2019-11-28,-73.9693,40.779,57.0,74.27,11.5,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,8.05,0.01,10.0,good
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,8.05,0.02,10.0,bad
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,9.2,0.02,10.0,bad
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,2.3,0.02,10.0,bad
jrb,2019-11-28,-74.009,40.7012,53.6,81.87,8.05,0.02,10.0,bad
nyc,2019-11-28,-73.9693,40.779,54.0,69.09,3.45,,10.0,bad
jrb,2019-11-28,-74.009,40.7012,54.0,80.07,11.5,0.02,10.0,bad
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
nyc,2019-11-28,-73.9693,40.779,54.0,39.63,16.1,0.0,10.0,good
jrb,2019-11-28,-74.009,40.7012,53.0,54.21,9.2,0.0,10.0,good
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
nyc,2019-11-28,-73.9693,40.779,53.0,39.16,13.8,0.0,10.0,good
jrb,2019-11-28,-74.009,40.7012,53.0,46.42,8.05,0.0,10.0,good
nyc,2019-11-28,-73.9693,40.779,50.0,43.92,13.8,0.0,10.0,good
jrb,2019-11-28,-74.009,40.7012,50.0,47.64,5.75,0.0,10.0,good
nyc,2019-11-28,-73.9693,40.779,48.0,43.77,16.1,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,49.0,45.75,5.75,0.0,10.0,bad
nyc,2019-11-28,-73.9693,40.779,47.0,45.62,13.8,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,48.0,49.49,6.9,0.0,10.0,bad
nyc,2019-11-28,-73.9693,40.779,47.0,45.62,12.65,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,47.0,51.58,6.9,0.0,10.0,bad
nyc,2019-11-28,-73.9693,40.779,47.0,47.54,11.5,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,47.0,53.5,4.6,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
nyc,2019-11-28,-73.9693,40.779,47.0,49.32,13.8,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,47.0,58.47,3.45,0.0,10.0,bad
nyc,2019-11-28,-73.9693,40.779,47.0,51.58,13.8,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,48.0,56.1,4.6,0.0,10.0,bad
nyc,2019-11-28,-73.9693,40.779,49.0,47.85,10.35,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,51.0,49.98,0.0,0.0,10.0,good
nyc,2019-11-28,-73.9693,40.779,51.0,45.73,12.65,0.0,10.0,good
jrb,2019-11-28,-74.009,40.7012,53.0,46.42,6.9,0.0,10.0,good
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,11.5,0.01,10.0,good
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,4.6,0.01,10.0,good
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,9.2,0.01,10.0,good
jrb,2019-11-28,-74.009,40.7012,57.0,69.52,5.75,0.01,10.0,good
nyc,2019-11-28,-73.9693,40.779,50.0,47.64,12.65,0.0,10.0,good
jrb,2019-11-28,-74.009,40.7012,52.0,52.36,8.05,0.01,10.0,good
nyc,2019-11-28,-73.9693,40.779,50.0,49.81,19.55,0.0,10.0,good
jrb,2019-11-28,-74.009,40.7012,52.0,52.36,3.45,0.0,10.0,good
nyc,2019-11-28,-73.9693,40.779,49.0,51.89,13.8,,10.0,bad
jrb,2019-11-28,-74.009,40.7012,50.0,53.97,9.2,0.0,10.0,good
nyc,2019-11-28,-73.9693,40.779,48.0,45.61,12.65,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,49.0,49.63,3.45,0.0,10.0,bad
nyc,2019-11-28,-73.9693,40.779,47.0,47.54,8.05,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,49.0,47.85,4.6,0.0,10.0,bad
nyc,2019-11-28,-73.9693,40.779,45.0,51.08,11.5,0.0,10.0,bad
nyc,2019-11-28,-73.9693,40.779,44.0,52.86,12.65,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,46.0,53.37,4.6,0.0,10.0,bad
nyc,2019-11-28,-73.9693,40.779,42.0,57.08,6.9,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,44.0,57.37,4.6,0.0,10.0,bad
nyc,2019-11-28,-73.9693,40.779,41.0,57.15,12.65,0.0,10.0,bad
jrb,2019-11-28,-74.009,40.7012,42.0,61.94,6.9,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
jrb,2019-11-29,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
jrb,2019-11-29,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
jrb,2019-11-29,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
nyc,2019-11-29,-73.9693,40.779,40.0,59.65,0.0,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,42.0,61.94,3.45,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
nyc,2019-11-29,-73.9693,40.779,39.0,61.78,3.45,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,41.0,64.63,6.9,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,38.0,62.14,4.6,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,40.0,67.45,3.45,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,40.0,67.45,6.9,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,37.0,61.5,8.05,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,39.0,66.79,3.45,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,36.0,61.62,4.6,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,39.0,61.78,3.45,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,35.0,60.99,0.0,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,37.0,64.38,5.75,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,34.0,63.72,4.6,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,36.0,63.98,5.75,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,33.0,63.06,3.45,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,35.0,63.86,4.6,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,32.0,65.92,6.9,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,34.0,66.72,0.0,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,30.9,66.34,3.45,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,34.0,66.72,3.45,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,30.9,66.34,0.0,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,33.0,66.06,4.6,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,30.9,60.92,0.0,0.0,10.0,bad
