station,date,lon,lat,tmpf,relh,sped,p01i,vsby,weather_class
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,6.9,0.0,10.0,good
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,3.45,0.0,10.0,good
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
nyc,2019-01-04,-73.9693,40.779,39.0,52.3,0.0,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,40.0,57.47,3.45,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,40.0,57.47,4.6,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
nyc,2019-01-04,-73.9693,40.779,38.0,54.6,0.0,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,39.0,61.78,4.6,0.0,10.0,bad
nyc,2019-01-04,-73.9693,40.779,38.0,57.18,0.0,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,39.0,64.37,8.05,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,38.0,67.2,5.75,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
nyc,2019-01-04,-73.9693,40.779,37.0,61.5,0.0,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,37.0,69.63,8.05,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,14.95,0.01,10.0,good
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,18.4,0.01,10.0,good
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,5.75,0.01,10.0,good
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,4.6,0.01,10.0,good
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,8.05,0.01,10.0,good
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,6.9,0.01,10.0,good
jrb,2019-01-04,-74.009,40.7012,36.0,72.43,6.9,0.01,10.0,bad
nyc,2019-01-04,-73.9693,40.779,36.0,61.62,0.0,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,36.0,69.51,6.9,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,36.0,75.15,6.9,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,36.0,75.15,8.05,0.0,10.0,bad
nyc,2019-01-04,-73.9693,40.779,36.0,63.98,0.0,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
nyc,2019-01-04,-73.9693,40.779,36.0,66.97,0.0,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,37.0,72.24,8.05,0.0,10.0,bad
nyc,2019-01-04,-73.9693,40.779,38.0,62.14,0.0,0.0,9.0,bad
jrb,2019-01-04,-74.009,40.7012,38.0,72.93,10.35,0.0,10.0,bad
nyc,2019-01-04,-73.9693,40.779,40.0,59.65,0.0,0.0,9.0,bad
jrb,2019-01-04,-74.009,40.7012,41.0,67.03,10.35,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,14.95,0.0,10.0,good
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,13.8,0.0,10.0,good
nyc,2019-01-04,-73.9693,40.779,42.0,54.78,0.0,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,43.0,62.06,11.5,0.0,10.0,bad
nyc,2019-01-04,-73.9693,40.779,44.0,52.86,0.0,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,45.0,57.5,16.1,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,57.0,69.52,16.1,0.0,10.0,good
nyc,2019-01-04,-73.9693,40.779,45.0,53.0,0.0,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,45.0,60.11,13.8,0.0,10.0,bad
nyc,2019-01-04,-73.9693,40.779,46.0,51.03,0.0,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,45.0,62.83,10.35,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,45.0,65.13,9.2,0.0,10.0,bad
nyc,2019-01-04,-73.9693,40.779,45.0,60.11,0.0,0.0,10.0,bad
nyc,2019-01-04,-73.9693,40.779,45.0,62.83,0.0,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,44.0,72.99,8.05,0.0,10.0,bad
nyc,2019-01-04,-73.9693,40.779,45.0,68.05,0.0,0.0,10.0,bad
jrb,2019-01-04,-74.009,40.7012,44.0,75.93,6.9,0.0,10.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,6.9,0.0,10.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
nyc,2019-01-05,-73.9693,40.779,45.0,70.53,0.0,0.0,10.0,bad
jrb,2019-01-05,-74.009,40.7012,44.0,78.66,5.75,0.0,10.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
nyc,2019-01-05,-73.9693,40.779,45.0,73.37,0.0,0.0,10.0,bad
jrb,2019-01-05,-74.009,40.7012,44.0,78.66,4.6,0.0,10.0,bad
jrb,2019-01-05,-74.009,40.7012,44.6,75.68,4.6,0.0,10.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,3.45,0.0,10.0,good
jrb,2019-01-05,-74.009,40.7012,44.6,75.68,3.45,0.0,10.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
nyc,2019-01-05,-73.9693,40.779,46.0,70.64,0.0,0.0,10.0,bad
jrb,2019-01-05,-74.009,40.7012,45.0,76.01,0.0,0.0,10.0,bad
nyc,2019-01-05,-73.9693,40.779,46.0,73.18,0.0,0.0,10.0,bad
nyc,2019-01-05,-73.9693,40.779,47.0,68.27,0.0,0.0,10.0,bad
jrb,2019-01-05,-74.009,40.7012,46.0,73.18,0.0,0.0,10.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,0.0,0.0,9.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,4.6,0.0,9.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,3.45,0.0,9.0,good
nyc,2019-01-05,-73.9693,40.779,44.0,85.06,0.0,0.01,6.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,5.75,0.0,7.0,good
jrb,2019-01-05,-74.009,40.7012,45.0,85.77,4.6,,7.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,3.45,0.0,6.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,4.6,0.0,6.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,4.6,0.0,7.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,5.75,0.0,8.0,good
nyc,2019-01-05,-73.9693,40.779,44.0,92.62,0.0,0.02,4.0,bad
jrb,2019-01-05,-74.009,40.7012,44.6,93.35,5.75,,7.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,3.45,0.0,7.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,5.75,0.01,8.0,good
nyc,2019-01-05,-73.9693,40.779,44.0,92.62,0.0,0.03,5.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,6.9,0.01,8.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,5.75,0.01,4.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,5.75,0.02,3.5,bad
nyc,2019-01-05,-73.9693,40.779,44.6,93.35,0.0,0.03,2.5,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,4.6,0.03,4.0,bad
nyc,2019-01-05,-73.9693,40.779,43.0,96.6,0.0,0.04,2.5,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,4.6,0.04,4.0,bad
jrb,2019-01-05,-74.009,40.7012,45.0,92.65,5.75,0.04,4.0,bad
nyc,2019-01-05,-73.9693,40.779,43.0,96.6,0.0,0.01,2.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,6.9,0.0,5.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,9.2,0.01,5.0,good
nyc,2019-01-05,-73.9693,40.779,43.0,96.6,0.0,0.03,2.5,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,6.9,0.01,5.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,4.6,0.01,5.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,3.45,0.03,4.0,bad
nyc,2019-01-05,-73.9693,40.779,43.0,96.6,0.0,0.05,3.0,bad
nyc,2019-01-05,-73.9693,40.779,43.0,96.6,0.0,0.06,1.75,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,5.75,0.03,6.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,5.75,0.04,5.0,bad
nyc,2019-01-05,-73.9693,40.779,43.0,96.6,0.0,0.09,3.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,6.9,0.04,4.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,8.05,0.04,4.0,bad
nyc,2019-01-05,-73.9693,40.779,42.8,100.0,0.0,0.1,2.5,bad
nyc,2019-01-05,-73.9693,40.779,43.0,96.6,0.0,0.1,2.5,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,8.05,0.04,5.0,bad
jrb,2019-01-05,-74.009,40.7012,44.0,95.88,8.05,0.04,5.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,8.05,0.0,5.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,8.05,0.0,6.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,9.2,0.0,6.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,9.2,0.0,8.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,9.2,0.0,9.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,10.35,0.0,8.0,good
nyc,2019-01-05,-73.9693,40.779,43.0,96.6,0.0,0.01,2.5,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,6.9,0.0,7.0,good
jrb,2019-01-05,-74.009,40.7012,44.0,92.62,6.9,,7.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,6.9,0.0,6.0,good
nyc,2019-01-05,-73.9693,40.779,43.0,96.6,0.0,0.03,1.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,8.05,0.02,4.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,8.05,0.02,5.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,9.2,0.02,7.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,10.35,0.02,8.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,11.5,0.02,7.0,bad
nyc,2019-01-05,-73.9693,40.779,43.0,92.58,0.0,0.06,3.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,11.5,0.02,8.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,11.5,0.02,9.0,bad
nyc,2019-01-05,-73.9693,40.779,43.0,96.6,0.0,0.06,5.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,11.5,0.02,10.0,bad
jrb,2019-01-05,-74.009,40.7012,44.0,92.62,11.5,0.02,10.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,13.8,0.0,10.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,11.5,0.0,9.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,11.5,0.0,8.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,11.5,0.0,7.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,13.8,0.0,6.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,14.95,0.0,6.0,good
nyc,2019-01-05,-73.9693,40.779,43.0,92.58,0.0,0.0,3.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,12.65,0.0,5.0,good
jrb,2019-01-05,-74.009,40.7012,44.0,92.62,10.35,,5.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,14.95,0.0,5.0,good
nyc,2019-01-05,-73.9693,40.779,43.0,92.58,0.0,0.0,2.5,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,12.65,0.0,4.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,13.8,0.0,4.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,11.5,0.0,6.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,10.35,0.0,6.0,good
nyc,2019-01-05,-73.9693,40.779,43.0,96.6,0.0,0.0,3.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,13.8,0.0,7.0,good
jrb,2019-01-05,-74.009,40.7012,44.0,92.62,12.65,0.0,6.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,16.1,0.0,5.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,17.25,0.0,5.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,14.95,0.0,4.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,16.1,0.0,3.5,good
jrb,2019-01-05,-74.009,40.7012,44.6,93.35,17.25,0.0,2.5,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,17.25,0.0,2.5,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,16.1,0.0,3.0,good
nyc,2019-01-05,-73.9693,40.779,43.0,96.6,0.0,0.0,2.5,bad
jrb,2019-01-05,-74.009,40.7012,44.6,93.35,16.1,,3.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,14.95,0.0,3.0,good
jrb,2019-01-05,-74.009,40.7012,44.0,95.88,13.8,,3.0,bad
nyc,2019-01-05,-73.9693,40.779,43.0,96.6,0.0,,3.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,18.4,0.0,3.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,16.1,0.0,4.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,18.4,0.0,5.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,19.55,0.0,4.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,19.55,0.0,5.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,18.4,0.01,6.0,good
nyc,2019-01-05,-73.9693,40.779,44.0,92.62,0.0,0.01,1.75,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,17.25,0.01,8.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,19.55,0.01,9.0,good
nyc,2019-01-05,-73.9693,40.779,44.6,93.35,0.0,0.03,2.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,17.25,0.01,10.0,good
nyc,2019-01-05,-73.9693,40.779,44.0,92.62,0.0,0.03,2.0,bad
jrb,2019-01-05,-74.009,40.7012,44.6,93.35,17.25,0.01,10.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,18.4,0.01,10.0,good
jrb,2019-01-05,-74.009,40.7012,44.0,95.88,17.25,0.01,10.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,16.1,0.0,9.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,17.25,0.0,10.0,good
nyc,2019-01-05,-73.9693,40.779,44.0,92.62,0.0,0.02,5.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,18.4,0.0,10.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,21.85,0.0,8.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,21.85,0.0,6.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,21.85,0.0,7.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,20.7,0.0,5.0,bad
nyc,2019-01-05,-73.9693,40.779,44.0,92.62,0.0,0.03,2.5,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,19.55,0.0,6.0,good
nyc,2019-01-05,-73.9693,40.779,44.6,93.35,0.0,0.03,4.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,19.55,0.0,9.0,good
nyc,2019-01-05,-73.9693,40.779,44.0,95.88,0.0,0.03,5.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,14.95,0.0,10.0,good
jrb,2019-01-05,-74.009,40.7012,45.0,92.65,14.95,0.0,10.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,16.1,0.0,10.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,19.55,0.0,10.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,17.25,0.0,8.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,18.4,0.0,6.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,17.25,0.0,6.0,good
nyc,2019-01-05,-73.9693,40.779,45.0,92.65,0.0,0.01,4.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,20.7,0.0,10.0,bad
jrb,2019-01-05,-74.009,40.7012,45.0,92.65,18.4,,10.0,bad
nyc,2019-01-05,-73.9693,40.779,45.0,92.65,0.0,0.01,1.75,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,18.4,0.0,9.0,good
nyc,2019-01-05,-73.9693,40.779,45.0,96.63,0.0,0.02,3.0,bad
nyc,2019-01-05,-73.9693,40.779,45.0,96.63,0.0,0.03,2.5,bad
nyc,2019-01-05,-73.9693,40.779,45.0,96.63,0.0,0.03,5.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,13.8,0.0,9.0,good
nyc,2019-01-05,-73.9693,40.779,45.0,96.63,0.0,0.04,1.75,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,11.5,0.0,4.0,good
jrb,2019-01-05,-74.009,40.7012,46.4,93.4,16.1,,4.0,bad
nyc,2019-01-05,-73.9693,40.779,45.0,92.65,0.0,0.08,1.75,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,13.8,0.01,5.0,good
jrb,2019-01-05,-74.009,40.7012,46.0,93.03,13.8,0.01,5.0,bad
nyc,2019-01-05,-73.9693,40.779,45.0,92.65,0.0,0.01,2.5,bad
nyc,2019-01-05,-73.9693,40.779,44.0,95.88,0.0,0.01,3.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,12.65,0.0,8.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,12.65,0.0,6.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,12.65,0.0,9.0,good
nyc,2019-01-05,-73.9693,40.779,44.0,95.88,0.0,0.02,6.0,bad
jrb,2019-01-05,-74.009,40.7012,46.0,93.03,10.35,,9.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,6.9,0.0,9.0,good
nyc,2019-01-05,-73.9693,40.779,44.0,92.62,0.0,0.01,4.0,bad
jrb,2019-01-05,-74.009,40.7012,46.0,93.03,5.75,0.0,10.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
nyc,2019-01-05,-73.9693,40.779,45.0,89.49,0.0,0.0,10.0,bad
nyc,2019-01-05,-73.9693,40.779,45.0,89.49,0.0,,6.0,bad
jrb,2019-01-05,-74.009,40.7012,46.0,89.2,4.6,0.0,10.0,bad
nyc,2019-01-05,-73.9693,40.779,44.0,92.62,0.0,0.03,3.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,4.6,0.01,7.0,good
nyc,2019-01-05,-73.9693,40.779,44.0,95.88,0.0,0.05,2.5,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,6.9,0.02,8.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,5.75,0.02,10.0,bad
nyc,2019-01-05,-73.9693,40.779,44.0,92.62,0.0,0.05,6.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,5.75,0.03,10.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,4.6,0.03,10.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,3.45,0.03,10.0,bad
nyc,2019-01-05,-73.9693,40.779,44.0,92.62,0.0,0.05,10.0,bad
jrb,2019-01-05,-74.009,40.7012,46.0,89.2,3.45,0.03,10.0,bad
nyc,2019-01-05,-73.9693,40.779,44.0,92.62,0.0,0.01,2.5,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,4.6,0.0,4.0,good
nyc,2019-01-05,-73.9693,40.779,45.0,92.65,0.0,0.01,2.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,0.0,0.0,4.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,3.45,0.0,4.0,good
jrb,2019-01-05,-74.009,40.7012,44.6,100.0,0.0,,4.0,bad
nyc,2019-01-05,-73.9693,40.779,44.0,95.88,0.0,0.02,3.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,5.75,0.0,4.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,5.75,0.01,3.5,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,5.75,0.01,3.0,good
nyc,2019-01-05,-73.9693,40.779,42.8,93.3,0.0,0.02,4.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,4.6,0.01,2.5,bad
nyc,2019-01-05,-73.9693,40.779,43.0,92.58,0.0,0.02,4.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,4.6,0.02,3.0,bad
jrb,2019-01-05,-74.009,40.7012,45.0,92.65,3.45,0.02,3.0,bad
nyc,2019-01-05,-73.9693,40.779,43.0,96.6,0.0,,2.5,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,4.6,0.01,4.0,good
nyc,2019-01-05,-73.9693,40.779,43.0,92.58,0.0,0.01,3.0,bad
nyc,2019-01-05,-73.9693,40.779,43.0,92.58,0.0,0.02,5.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,3.45,0.01,5.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,3.45,0.01,6.0,good
nyc,2019-01-05,-73.9693,40.779,43.0,96.6,0.0,0.02,7.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,4.6,0.01,6.0,good
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,4.6,0.01,9.0,good
nyc,2019-01-05,-73.9693,40.779,44.6,87.09,0.0,0.02,10.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,3.45,0.02,8.0,bad
nyc,2019-01-05,-73.9693,40.779,43.0,92.58,0.0,0.02,10.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,4.6,0.02,9.0,bad
jrb,2019-01-05,-74.009,40.7012,45.0,92.65,4.6,0.02,9.0,bad
jrb,2019-01-05,-74.009,40.7012,44.6,93.35,4.6,0.0,10.0,bad
nyc,2019-01-05,-73.9693,40.779,44.0,88.77,0.0,0.0,10.0,bad
nyc,2019-01-05,-73.9693,40.779,44.0,88.77,0.0,0.0,8.0,bad
jrb,2019-01-05,-74.009,40.7012,44.6,93.35,0.0,0.0,9.0,bad
jrb,2019-01-05,-74.009,40.7012,57.0,69.52,5.75,0.0,9.0,good
nyc,2019-01-05,-73.9693,40.779,44.0,92.62,0.0,0.01,8.0,bad
nyc,2019-01-05,-73.9693,40.779,44.0,92.62,0.0,0.01,9.0,bad
jrb,2019-01-05,-74.009,40.7012,45.0,92.65,3.45,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
jrb,2019-01-06,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
jrb,2019-01-06,-74.009,40.7012,44.6,93.35,4.6,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,57.0,69.52,3.45,0.0,10.0,good
nyc,2019-01-06,-73.9693,40.779,44.0,85.06,0.0,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,45.0,89.49,3.45,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
nyc,2019-01-06,-73.9693,40.779,43.0,85.66,0.0,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,44.0,85.06,4.6,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
jrb,2019-01-06,-74.009,40.7012,57.0,69.52,6.9,0.0,10.0,good
nyc,2019-01-06,-73.9693,40.779,44.0,70.43,0.0,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,44.0,78.66,4.6,0.0,10.0,bad
nyc,2019-01-06,-73.9693,40.779,43.0,70.3,0.0,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,43.0,76.12,3.45,0.0,10.0,bad
nyc,2019-01-06,-73.9693,40.779,41.0,73.25,0.0,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,42.0,72.78,3.45,0.0,10.0,bad
nyc,2019-01-06,-73.9693,40.779,40.0,69.96,0.0,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,41.0,70.08,5.75,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,41.0,70.08,3.45,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,41.0,70.08,6.9,0.0,10.0,bad
nyc,2019-01-06,-73.9693,40.779,41.0,67.03,0.0,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,41.0,73.25,4.6,0.0,10.0,bad
nyc,2019-01-06,-73.9693,40.779,42.0,67.17,0.0,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,42.0,72.78,6.9,0.0,10.0,bad
nyc,2019-01-06,-73.9693,40.779,44.0,67.41,0.0,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,44.0,70.43,4.6,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
jrb,2019-01-06,-74.009,40.7012,44.0,72.99,8.05,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
jrb,2019-01-06,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
jrb,2019-01-06,-74.009,40.7012,44.0,75.93,11.5,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
nyc,2019-01-06,-73.9693,40.779,45.0,68.05,0.0,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,45.0,76.01,8.05,0.0,10.0,bad
nyc,2019-01-06,-73.9693,40.779,46.0,65.52,0.0,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,45.0,73.37,9.2,0.0,10.0,bad
nyc,2019-01-06,-73.9693,40.779,48.0,49.49,0.0,,10.0,bad
jrb,2019-01-06,-74.009,40.7012,47.0,68.27,6.9,0.0,10.0,bad
nyc,2019-01-06,-73.9693,40.779,47.0,55.94,0.0,0.0,10.0,bad
jrb,2019-01-06,-74.009,40.7012,48.0,58.16,5.75,0.0,10.0,bad
nyc,2019-01-06,-73.9693,40.779,48.0,43.77,0.0,0.0,10.0,bad
